CFG,CFG_MEAN,CFG_SD,FFC_MEAN,FFC_SD,CFG_BEI,CFG_BEF,E1 BF,E1 ST,E1 FFC,E2 BF,E2 ST,E2 FFC,E3 BF,E3 ST,E3 FFC,E4 BF,E4 ST,E4 FFC,E5 BF,E5 ST,E5 FFC,E6 BF,E6 ST,E6 FFC,E7 BF,E7 ST,E7 FFC,E8 BF,E8 ST,E8 FFC,E9 BF,E9 ST,E9 FFC,E10 BF,E10 ST,E10 FFC,problemSize,popSize,combProb,mutProb,selectAlgo,recombineAlgo,bitFlappingAlgo,fitnessFunction,maxGenEvol
48,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.1,bintour,uc,bfp,peak,300
49,6,2.1908902300206643,271,90.0,6,10,4,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,spc,bfp,onemax,300
50,4.4,1.1135528725660044,301,0.0,3,6,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,spc,bfp,trap,300
51,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,spc,bfp,peak,300
52,6.1,1.7,301,0.0,1,9,9,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,uc,bfp,onemax,300
53,4.8,0.9797958971132712,301,0.0,5,7,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,uc,bfp,trap,300
54,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,fitprop,uc,bfp,peak,300
55,4.7,1.9,301,0.0,2,8,3,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,spc,bfp,onemax,300
56,2.9,1.57797338380595,301,0.0,6,5,2,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,spc,bfp,trap,300
57,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,spc,bfp,peak,300
58,5,1.8439088914585775,301,0.0,6,7,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,uc,bfp,onemax,300
59,3.6,1.2806248474865698,301,0.0,6,6,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,uc,bfp,trap,300
60,0.1,0.30000000000000004,271,90.0,7,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.3,bintour,uc,bfp,peak,300
61,6.9,2.118962010041709,271,90.0,3,10,4,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,4,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,fitprop,spc,bfp,onemax,300
62,4.4,1.2806248474865698,301,0.0,2,7,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,fitprop,spc,bfp,trap,300
63,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,fitprop,spc,bfp,peak,300
64,6.6,2.244994432064365,271,90.0,10,10,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,10,50,0.7,0.4,fitprop,uc,bfp,onemax,300
65,6.5,7.57957782465488,271,90.0,5,29,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,fitprop,uc,bfp,trap,300
66,0.1,0.30000000000000004,271,90.0,9,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,fitprop,uc,bfp,peak,300
67,6.1,2.118962010041709,271,90.0,2,10,4,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,spc,bfp,onemax,300
68,3.7,1.004987562112089,301,0.0,1,5,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,spc,bfp,trap,300
69,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,spc,bfp,peak,300
70,5.2,2.1354156504062622,271,90.0,4,10,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,uc,bfp,onemax,300
71,3.5,1.5,301,0.0,4,6,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,uc,bfp,trap,300
72,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.7,0.4,bintour,uc,bfp,peak,300
73,6.6,1.7435595774162693,271,90.0,9,10,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,spc,bfp,onemax,300
74,4.2,1.833030277982336,301,0.0,4,8,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,spc,bfp,trap,300
75,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,spc,bfp,peak,300
76,5.7,1.268857754044952,301,0.0,1,7,7,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,uc,bfp,onemax,300
77,4.6,1.2806248474865698,301,0.0,1,7,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,uc,bfp,trap,300
78,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,fitprop,uc,bfp,peak,300
79,5.2,1.469693845669907,301,0.0,2,7,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,spc,bfp,onemax,300
80,2.8,1.6,301,0.0,1,5,5,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,spc,bfp,trap,300
81,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,spc,bfp,peak,300
82,5.3,1.8466185312619388,301,0.0,10,8,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,uc,bfp,onemax,300
83,7.3,10.440785411069418,241,120.0,5,29,27,BEST_SOLUTION_FOUND,1,2,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,29,BEST_SOLUTION_FOUND,1,1,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,uc,bfp,trap,300
84,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.1,bintour,uc,bfp,peak,300
85,6.1,1.5132745950421556,271,90.0,4,10,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,spc,bfp,onemax,300
86,4,0.7745966692414834,301,0.0,2,5,4,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,spc,bfp,trap,300
87,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,spc,bfp,peak,300
88,6.9,1.5132745950421556,271,90.0,9,10,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,5,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,uc,bfp,onemax,300
89,3.4,1.019803902718557,301,0.0,6,5,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,uc,bfp,trap,300
90,0.2,0.4,241,120.0,1,1,1,BEST_SOLUTION_FOUND,1,1,BEST_SOLUTION_FOUND,1,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,fitprop,uc,bfp,peak,300
91,4.7,1.676305461424021,301,0.0,7,8,4,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,bintour,spc,bfp,onemax,300
92,4,1.7888543819998317,301,0.0,6,7,2,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,2,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,bintour,spc,bfp,trap,300
93,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,bintour,spc,bfp,peak,300
94,6.2,1.8330302779823362,271,90.0,8,10,5,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,10,BEST_SOLUTION_FOUND,1,7,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,10,50,0.9,0.3,bintour,uc,bfp,onemax,300
